Time	ACE	BPG	CO2	ETOH	F6P	F16P	F26BP	G6P	GLCi	GLCo	GLY	Glyc	NAD	NADH	P2G	P3G	P	PEP	PYR	SUCC	SUM_P	Trh	TRIO
0.05	0.0147275746489012	0.000298128394712621	4.87927380390205	54.0055350584157	0.295551613400303	4.89870102007817	0.02	2.16009982227744	0.103945466233432	45.6036683596437	2.42787986689674	0.300000000000001	1.00721703610184	0.582782963898156	0.0405687951776996	0.327476978002728	6.24768076239054	0.0611935766064628	5.0638698508712	0.0145055854186379	4.1	0.120000000000001	2.37950643688247
0.051	0.0148431411526564	0.000300406503710695	4.97950247411245	54.1050153532662	0.295238769093048	4.89482091320457	0.02	2.15338859980918	0.10376712570862	45.5160644850725	2.46822007704426	0.306000000000001	1.00965910758152	0.58034089241848	0.0407722409227569	0.329017650695461	6.25382519453642	0.0615679171850265	5.09794966376947	0.0148219898467325	4.1	0.122400000000001	2.37850978399115
0.052	0.0149599788653707	0.000302803258912241	5.08026888790912	54.205027147189	0.294999753729676	4.89060613323884	0.02	2.1469650516209	0.10356729014693	45.4284532120319	2.50835949488075	0.312000000000001	1.01215486482488	0.57784513517512	0.0409775369464785	0.330565540074358	6.26062566509839	0.0619551078517001	5.13173925842259	0.015140880927294	4.1	0.124800000000001	2.37744848911959
0.053	0.0150781297115629	0.000305318503802957	5.18156391657711	54.3055612142482	0.294834141632172	4.88605279411519	0.02	2.14083726019541	0.103346820903779	45.3408332052248	2.54829972364118	0.318000000000001	1.01470343791969	0.575296562080315	0.0411846239509913	0.332120164929626	6.2680600936047	0.0623551041779898	5.1652415129046	0.015462286308585	4.1	0.127200000000001	2.37632119117199
0.054	0.0151976379327659	0.000307952260403687	5.28337861833338	54.4066085112785	0.294741503866892	4.88115757181794	0.02	2.13501262741993	0.103106603030972	45.2532031842883	2.58804230636655	0.324000000000001	1.01730404346119	0.572695956538806	0.0413934568605738	0.333681151259148	6.27610626746191	0.0627678874918483	5.19845900429568	0.0157862345609879	4.1	0.129600000000001	2.37512664228437
0.055	0.0153185500040832	0.000310704716357121	5.38570423044566	54.50816016999	0.294721407831259	4.87591767903725	0.02	2.12949790185116	0.10284754045277	45.165561925117	2.62758872740795	0.330000000000001	1.01995597237486	0.570044027625144	0.0416040031973951	0.335248219654297	6.28474189000013	0.0631934625722062	5.2313940387603	0.0161127552256908	4.1	0.132000000000001	2.37386370466707
0.056	0.0154409145681692	0.000313576214601869	5.48853216199903	54.6102074897072	0.294773416450001	4.87033084125781	0.02	2.12429920541744	0.102570551433829	45.0779082609019	2.66694041393171	0.336000000000001	1.02265857912291	0.567341420877095	0.0418162417017728	0.33682117459322	6.29394462303947	0.0636318556642648	5.26404867775803	0.0164418788617488	4.1	0.134400000000001	2.37253134721552
0.057	0.0155647823818066	0.000316567242100911	5.59185398721891	54.7127419306532	0.294897087115583	4.86439527414562	0.02	2.1194220594583	0.102276564311201	44.9902410829054	2.70609873741605	0.342000000000001	1.02541127208764	0.564588727912365	0.0420301611471411	0.338399895290839	6.30369212481102	0.0640831127109896	5.29642476109617	0.0167736370918745	4.1	0.136800000000001	2.37112864200566
0.058	0.0156902062747507	0.000319678422241292	5.69566143928853	54.8157551077192	0.295091970390154	4.85810966221202	0.02	2.11487141000813	0.101966513497724	44.9025593409864	2.74506501513204	0.348000000000001	1.0282135049375	0.561786495062503	0.0422457593223331	0.33998432787466	6.31396208381511	0.0645472977729601	5.32852392729149	0.0171080626472211	4.1	0.1392	2.36965476070694
0.059	0.0158172411173139	0.000322910504994651	5.79994640460466	54.9192387846644	0.295357608519181	4.85147313869097	0.02	2.11065165225677	0.101641335749977	44.8148620438927	2.78384051160383	0.354000000000001	1.03106476882242	0.55893523117758	0.0424630421548399	0.341574478680446	6.32473224913675	0.0650244916219119	5.36034763164499	0.0174451894113827	4.1	0.141600000000001	2.36810897096521
0.06	0.0159459437966201	0.000326264360431252	5.90470091742262	55.0231848686983	0.295693533804091	4.84448526656749	0.02	2.10676665413555	0.101301966692658	44.7271482593364	2.82242644004406	0.360000000000001	1.03396458528931	0.556035414710687	0.0426820229500283	0.343170408465477	6.33598045765658	0.065514790456011	5.39189716240721	0.0177850524637935	4.1	0.144	2.36649063282193
0.061	0.0160763731980272	0.000329740971408682	6.00991715485119	55.1275854054076	0.29609926684764	4.83714602072474	0.02	2.10321977898461	0.100949337599765	44.6394171138671	2.86082396376154	0.366000000000001	1.03691249977175	0.553087500228255	0.0429027217309925	0.344772227432512	6.34768465855319	0.0660183047349877	5.42317365530846	0.0181276881226828	4.1	0.1464	2.3647991951612
0.062	0.0162085901935747	0.000333341425465523	6.11558743216373	55.2324325739946	0.296574314697832	4.82945577116734	0.02	2.10001390726595	0.10058437242809	44.5516677925578	2.89903419753946	0.372000000000001	1.03990807561596	0.550091924384039	0.0431251646597935	0.346380090891198	6.35982293536929	0.0665351581005329	5.45417810671443	0.0184731339877002	4.1	0.1488	2.36303419227136
0.063	0.0163426576306353	0.000337066912730696	6.2217041983951	55.3377186827997	0.297118168911648	4.8214152672756	0.02	2.09715145729994	0.10020798509715	44.4638995385172	2.93705820898281	0.378000000000001	1.04295088848999	0.547049111510007	0.0433493835316249	0.347994195513227	6.37237352599	0.0670654863743918	5.48491138561867	0.0188214289823094	4.1	0.1512	2.36119524046848
0.064	0.0164786403292502	0.000340918711385118	6.32826003219822	55.4434361650768	0.297730303540584	4.81302562306387	0.02	2.09463440501012	0.0998210770133377	44.3761116522447	2.97489701983515	0.384000000000001	1.04604052120256	0.543959478797444	0.0435754153217168	0.349614776015373	6.38531484070096	0.0676094366086874	5.51537424466607	0.0191726133960239	4.1	0.1536	2.35928203489818
0.065	0.016616605071909	0.000344898194096897	6.43524763793946	55.5495775750144	0.298410173068819	4.80428830338681	0.02	2.0924643026682	0.0994245348277723	44.2883034908414	3.0125516072646	0.390000000000001	1.04917655876198	0.540823441238018	0.0438033017894497	0.351242102278176	6.39862547861391	0.0681671661900242	5.54556733034641	0.0195267289265112	4.1	0.156	2.35729434641192
0.066	0.0167566206046801	0.000349006805047542	6.54265984201367	55.6561355839656	0.29915721028838	4.79520511108239	0.02	2.09064229663177	0.0990192284284593	44.2004744670892	3.05002290512015	0.396000000000001	1.05235858368043	0.537641416319572	0.044033089117665	0.352876476818808	6.41228424264061	0.0687388419684827	5.57549119251699	0.019883818721611	4.1	0.1584	2.35523201859883
0.067	0.0168987576294817	0.000353246080675677	6.65048958936393	55.7631029768918	0.299970824138089	4.78577817500905	0.02	2.08916914407474	0.0986060091552019	44.1126240484137	3.08731180515933	0.402000000000001	1.05558617171232	0.534413828287684	0.0442648275757699	0.354518232300418	6.42627015287032	0.0693246394077673	5.60514629334676	0.0202439274212306	4.1	0.1608	2.35309496518375
0.068	0.0170430887956067	0.000357617605001513	6.75872994018942	55.8704726489952	0.300850397510871	4.7760099389387	0.02	2.08804522872507	0.0981857082292863	44.0247517557423	3.12441915824901	0.408000000000002	1.05885888726006	0.53114111273994	0.0444985712342234	0.356167729819045	6.44056245933743	0.0699247417494186	5.63453301578956	0.0206071011992183	4.1	0.1632	2.35088316707182
0.069	0.0171896887027207	0.000362123046484047	6.86737406683139	55.9782376025187	0.30179528503534	4.76590315123842	0.02	2.08727057561994	0.0977591353905349	43.9368571622701	3.16134577554139	0.414000000000002	1.06217627953928	0.527823720460716	0.0447343776859428	0.357825356649327	6.45514065304198	0.0705393392010047	5.66365167169207	0.0209733878049133	4.1	0.1656	2.34859667024371
0.07	0.0173386338560074	0.000366764110248655	6.97641525082569	56.0863909437602	0.302804810838542	4.75546085535286	0.02	2.08684486489475	0.0973270777307088	43.8489398921465	3.19809242962781	0.420000000000002	1.06553787813799	0.52446212186201	0.0449723077844758	0.359491525022035	6.46998447690176	0.0711686280871483	5.69250250960668	0.0213428366046453	4.1	0.168	2.34623558300926
0.071	0.0174900027143251	0.000371542581824005	7.08584688011446	56.1949258801546	0.30387826629714	4.74468638103752	0.02	2.0867674446217	0.0968902987187302	43.7609996190918	3.23465985567212	0.426000000000002	1.06894319007702	0.521056809922979	0.0452124253647792	0.361166669482642	6.48507393425841	0.0718128099984506	5.72108572233972	0.0217154986226722	4.1	0.1704	2.34380007491221
0.072	0.0176438755948234	0.000376460266004342	7.19566244640561	56.3038357176459	0.305014907772229	4.73358333633736	0.02	2.08703734272433	0.0964495374056292	43.6730360649579	3.27104875252654	0.432000000000002	1.07239169482234	0.517608305177656	0.0454547970399373	0.362851246668673	6.5003892990341	0.0724720908928344	5.74940145432998	0.0220914265823884	4.1	0.1728	2.34129037347551
0.073	0.0178003346901342	0.000381519008330474	7.30585554267951	56.4131138580971	0.30621395440914	4.72215560004719	0.02	2.08765327800351	0.0960055077826766	43.5850489982389	3.30725978383392	0.438000000000001	1.0758828410813	0.5141171589187	0.0456994919858797	0.364545733133437	6.51591112333928	0.0731466803084282	5.77744980889628	0.0224706749460278	4.1	0.1752	2.33870676319139
0.074	0.0179594640215464	0.000386720692673457	7.41641986082093	56.5227537968902	0.307474585889544	4.71040731491761	0.02	2.08861367034854	0.0955588983075254	43.4970382325415	3.34329357912277	0.444000000000001	1.07941604315788	0.510583956842124	0.0459465816673915	0.366250623974932	6.5316202451819	0.0738367903549809	5.80523085548089	0.0228532999544968	4.1	0.1776	2.33604958387593
0.075	0.0181213493955104	0.000392067220598599	7.52734918940224	56.6327491206747	0.308795940265907	4.69834288141224	0.02	2.0899166500437	0.095110371572524	43.4090036250355	3.37915073488684	0.450000000000001	1.08299067725589	0.507009322744114	0.0461961396263828	0.367966431545927	6.54749779572503	0.0745426347776858	5.83274463673524	0.0232393596659239	4.1	0.18	2.33331922914548
0.076	0.0182860783523709	0.000397560510016886	7.63863741159929	56.7430935052607	0.31017711183143	4.68596695197752	0.02	2.09156006628749	0.0946605641036194	43.3209450748895	3.41483181565657	0.456000000000001	1.08660607798658	0.503393922013424	0.0464482412506427	0.369693684017765	6.56352520598668	0.0752644279783633	5.85999117559569	0.023628913993029	4.1	0.1824	2.33051614521253
0.077	0.0184537401010577	0.000403202482117254	7.75027850318309	56.8537807136016	0.311617149012889	4.67328442563907	0.02	2.09354149516561	0.0942100862776135	43.2328625216589	3.45033735509501	0.462000000000001	1.09026153479121	0.499738465208793	0.0467029635311695	0.371432924000222	6.57968421344835	0.0760023839451069	5.88697048254337	0.0240220247401527	4.1	0.1848	2.3276408297119
0.078	0.0186244254442424	0.000408995054091548	7.86226653068434	56.9648045939642	0.313115052390498	4.66030044313107	0.02	2.09585824671553	0.0937595223570883	43.1447559437041	3.48566785707073	0.468000000000001	1.09395628854295	0.496043711457056	0.0469603848232405	0.373184707108967	6.59595686818976	0.0767567151791791	5.91368256272886	0.0244187556378423	4.1	0.1872	2.32469383075402
0.079	0.0187982266902062	0.000414940130235787	7.97459564965211	57.0761590782095	0.314669772789145	4.64702038229091	0.02	2.09850737145834	0.0933094306177817	43.0566253565944	3.5208237967497	0.474000000000001	1.09768952821138	0.492310471788617	0.0472205845891039	0.374949600456922	6.61232553886833	0.0775276315446997	5.94012742324663	0.0248191723761049	4.1	0.1896	2.32167574612958
0.08	0.0189752375501752	0.000421039590317758	8.08726010303059	57.1878381802091	0.316280209478388	4.63344985374347	0.02	2.10148566633039	0.0928603435666942	42.9684708115184	3.55580562169647	0.480000000000001	1.10146038757518	0.488539612424825	0.0474836431342017	0.376728181126975	6.62877291858292	0.0783153390633604	5.9663050804784	0.0252233426355728	4.1	0.192	2.31858722260515
0.081	0.0191555530191906	0.000427295277727046	8.20025421962918	57.2998359943765	0.317945208488047	4.61959469673343	0.02	2.10478968015515	0.0924127682414311	42.8802923936849	3.59061375300715	0.486000000000001	1.10526794202418	0.48473205797582	0.0477496413242352	0.378521034506799	6.64528203068314	0.0791200386387941	5.99221556763292	0.0256313361166621	4.1	0.1944	2.31542895537734
0.082	0.0193392692495263	0.000433708989317491	8.31357241278736	57.4121466944087	0.31966356114218	4.60546097536056	0.02	2.10841571834521	0.0919671865610481	42.7920902208337	3.62524858639206	0.492000000000001	1.10911120561625	0.480888794383751	0.0480186603090002	0.380328752677621	6.6618362342398	0.0799419247854312	6.01785894194249	0.0260432245644859	4.1	0.1968	2.31220168763144
0.083	0.0195264833839939	0.000440282462143998	8.42720917904538	57.524764532076	0.321434002650981	4.59105497459829	0.02	2.11235984756574	0.0915240557552675	42.7038644416559	3.65971049336038	0.498000000000001	1.11298912808523	0.477010871914773	0.0482907812050403	0.382151932553937	6.67841922991689	0.0807811841839674	6.04323529252303	0.02645908179261	4.1	0.1992	2.30890621021385
0.084	0.0197172933977143	0.00044701736068028	8.5411590969031	57.6376838360981	0.323255210932613	4.57638319623335	0.02	2.11661790011593	0.0910838088368055	42.6156152342132	3.69399982245137	0.504000000000001	1.11690059198524	0.473099408014765	0.0485660847539293	0.383991173827083	6.69501506586177	0.0816379942166304	6.06834474839222	0.0268789837035765	4.1	0.2016	2.30554336143119
0.085	0.0199117979035933	0.000453915259014114	8.65541682579804	57.7508990112868	0.325125805664438	4.56145235516293	0.02	2.12118547759389	0.0906468551218657	42.5273428045025	3.72811690041037	0.510000000000001	1.12084441006368	0.469155589936316	0.0488446510032298	0.385847077118041	6.71160814346228	0.0825125215075156	6.09318748603668	0.0273030083037237	4.1	0.204	2.30211402677599
0.086	0.020110095925823	0.000460977638312901	8.76997710514827	57.8644045377942	0.327044347604341	4.54626937538033	0.02	2.12605795451823	0.0902135807527605	42.4390473850184	3.76206203342029	0.516000000000001	1.12481932308177	0.465180676918231	0.0491265589377752	0.387720241662733	6.72818322305943	0.0834049203341667	6.11776373726953	0.0277312357140377	4.1	0.2064	2.29861913904084
0.087	0.0203122866968501	0.000468205847392904	8.88483475344423	57.9781949703924	0.329009338065146	4.53084138568458	0.02	2.13123048196998	0.089784349273477	42.3507292332872	3.79583550841378	0.522000000000001	1.12882399743877	0.461176002561232	0.0494118860838345	0.389611263076559	6.74472543027589	0.0843153309420725	6.14207379744121	0.0281637481774186	4.1	0.2088	2.29505967819013
0.088	0.0205184693430734	0.000475601124135126	8.99998466747802	58.0922649380152	0.331019218717693	4.51517571519738	0.02	2.13669799101082	0.0893595022209533	42.2623886304658	3.82943759440591	0.528000000000001	1.132857023227	0.457142976773002	0.049700708134458	0.391520730888569	6.76122026224562	0.085243877910106	6.16611803347969	0.0286006300597773	4.1	0.2112	2.29143667135394
0.089	0.0207287426940716	0.000483164536458288	9.11542182167457	58.2066091432892	0.333072371617538	4.49927988871782	0.02	2.14245519603309	0.0889393597373488	42.1740258799852	3.8628685438597	0.534000000000001	1.13691691299248	0.453083087007522	0.0499930984612325	0.393449225580103	6.77765359359672	0.0861906683147747	6.1898968920527	0.0290419678455771	4.1	0.2136	2.28775119333852
0.09	0.0209432048229592	0.000490896977420845	9.23114126750959	58.3212223624327	0.335167119672085	4.48316162144717	0.02	2.14849659824265	0.0885242211542887	42.0856413062158	3.89612859411603	0.540000000000001	1.14100209920811	0.448997900791894	0.0502891277919511	0.395397316993544	6.79401168433379	0.0871557900077643	6.21341090768003	0.0294878501268526	4.1	0.216	2.28400436545983
0.091	0.0211619529119713	0.000498799218180509	9.3471381330152	58.4360994449324	0.337301727269642	4.4668288135078	0.02	2.1548164891998	0.0881143656236716	41.9972352531625	3.92921796886882	0.546000000000002	1.14511093549448	0.444889064505518	0.0505888635683689	0.397365559076325	6.81028118410445	0.0881393097532463	6.2366607109196	0.0299383675853303	4.1	0.2184	2.28019735805356
0.092	0.0213850827097404	0.000506871739823231	9.46340762239456	58.5512353137487	0.339474401291447	4.45028954403425	0.02	2.16140895450395	0.0877100527348609	41.908808083208	3.96213687969452	0.552000000000002	1.14924169363043	0.440758306369573	0.0508923695950182	0.399354489464043	6.82644914188054	0.089141271194944	6.25964703652078	0.0303936129679505	4.1	0.2208	2.27633138785145
0.093	0.0216126882396024	0.000515114850011169	9.57994501570861	58.6666249653635	0.341683292585531	4.43355206442043	0.02	2.16826787775532	0.0873115230955826	41.8203601758806	3.99488552763853	0.558000000000002	1.15339256478884	0.436607435211163	0.0511997055024761	0.401364624499647	6.84250301122512	0.090161693181288	6.2823707313134	0.0308536810526543	4.1	0.2232	2.27240771983111
0.094	0.0218448613691906	0.000523528608613191	9.69674566865423	58.7822634700705	0.343926497628844	4.41662479136078	0.02	2.17538694475355	0.0869189989509574	41.7318919266574	4.02746410486129	0.564000000000002	1.15756165939333	0.432438340606668	0.0515109261841769	0.403396456391313	6.85843065800115	0.0912005676469409	6.30483276223176	0.0313186686071918	4.1	0.2256	2.26842766671867
0.095	0.0220816913633105	0.000532112812254082	9.81380501242611	58.8981459723858	0.346202060627568	4.39951629918858	0.02	2.18275964799797	0.0865326847616095	41.6434037458134	4.0598727963272	0.570000000000002	1.16174700791	0.428252992089999	0.0518260812832351	0.405450449582341	6.87422036742892	0.0922578577524294	6.3270342239314	0.0317886743384471	4.1	0.228	2.26439258910694
0.096	0.0223232644218342	0.000540866977654157	9.93111855365401	59.0142676915699	0.348507976019378	4.38223531147199	0.02	2.1903792916698	0.0861527677878134	41.5548960572797	4.09211178159027	0.576000000000002	1.16594656206956	0.424053437930446	0.052145214618579	0.407527037068703	6.88986085144164	0.0933334958866927	6.34897634639194	0.0322637988310622	4.1	0.2304	2.26030389535479
0.097	0.0225696631959708	0.000549790321502369	10.0486818744148	59.1306239222617	0.350842191198703	4.36479069233243	0.02	2.19823899682291	0.0857794186429968	41.4663692975782	4.12418123656899	0.582000000000002	1.17015819659903	0.419841803400969	0.052468363629076	0.409626616672463	6.90534125569172	0.094427381800518	6.37066050195798	0.0327441444784899	4.1	0.2328	2.25616304148424
0.098	0.0228209662646366	0.000558881740953787	10.166490632313	59.247210035248	0.353202609830262	4.34719143662599	0.02	2.20633170728279	0.0854127918440069	41.377823914738	4.15608133546193	0.588000000000002	1.1743797116148	0.415620288385202	0.0527955587778746	0.411749547027578	6.92065116678187	0.0955393806802572	6.39208821235537	0.0332298154000933	4.1	0.2352	2.25197153100111
0.099	0.0230772476152613	0.000568139794773088	10.2845405606313	59.3640214783215	0.355587095348621	4.32944665967248	0.02	2.21465019600797	0.0850530263609931	41.2892603672578	4.18781225270468	0.594000000000002	1.17860883548064	0.411391164519365	0.0531268229627245	0.413896143602416	6.93578061931215	0.0966693212719859	6.41326115524075	0.033720917347227	4.1	0.2376	2.24773091449566
0.1	0.0233385760819864	0.000577562684488612	10.4028274685323	59.4810537772487	0.357993474778708	4.31156558655203	0.02	2.22318707178486	0.0847002461209428	41.2006791231237	4.2193741649298	0.600000000000002	1.18284322825417	0.407156771745829	0.053462170936772	0.416066674689258	6.95072010245148	0.0978169941554112	6.43418117012393	0.0342175576007557	4.1	0.24	2.24344278922752
